MID,DISCIPLINE,COMMONNAME,PHONE,WEBURL,LONGITUDE,LATITUDE,GSTREET,GCITY,GSTATE,GZIP5
8400400103,GMU,ADOBE MOUNTAIN RAILROAD MUSEUM AND DESERT RAILROAD,6236701904,HTTP://ADOBEMTNDESERTRRPARK.COM,-112.15233,33.69775,23280 N 43RD AVE,GLENDALE,AZ,85310
8400400104,GMU,ARIZONA POPULAR CULTURE MUSEUM AND MUSIC ARCHIVE,4805154376,HTTP://WWW.AZPOPCULTUREMUSEUM.COM,-111.97725,33.67876,21001 N TATUM BLVD #36,PHOENIX,AZ,85054
8400400111,GMU,TOMBSTONE WESTERN HERITAGE MUSEUM,5204573800,HTTP://WWW.VISITARIZONA.COM/THINGS-TO-DO/TOMBSTONE-WESTERN-HERITAGE-MUSEUM-TOMBSTONE-AZ,-110.04318,31.69404,517 E FREMONT,TOMBSTONE,AZ,85638
8400400112,GMU,MUSICAL INSTRUMENT MUSEUM,4804786000,HTTP://MIM.ORG/,-111.98277,33.6843,4725 E MAYO BLVD,PHOENIX,AZ,85050
8400400120,GMU,PATAGONIA MUSEUM,5203435641,HTTP://WWW.THEPATAGONIAMUSEUM.ORG/,-110.71615,31.53309,PO BOX 919,PATAGONIA,AZ,85624
8400400124,GMU,MIAMI SPORTS GROUP, , ,-111.59328,33.32496,11151 E SOMBRA AVE,MESA,AZ,85212
8400400127,GMU,ARIZONA COWBOY HALL OF FAME AND MUSEUM,5203844583, ,-111.4547,34.38606,PO BOX 2157,PINE,AZ,85544
8400400133,GMU,SCOTTSDALE MUSEUM OF THE WEST,4806869539, ,-111.92902,33.49244,3830 N MARSHALL WAY,SCOTTSDALE,AZ,85251
8400400142,GMU,ARIZONA QUILTERS HALL OF FAME,9288991931,HTTP://WWW.ARIZONAQUILTERSHALLOFFAME.ORG/,-110.94673,32.20523,PO BOX 26064,TUCSON,AZ,85726
8400400145,GMU,TUCSON MUSICIANS MUSEUM,5207430023,HTTP://TUCSONMUSICIANSMUSEUM.ORG,-111.0034,32.23421,4640 N CLL LLANURA,TUCSON,AZ,85754
8400400148,GMU,ARIZONA ANTIQUE ENGINE & TRACTOR MUSEUM, , ,-111.81298,33.25753,1625 E TWIN ACRES DR,CHANDLER,AZ,85286
8400400150,GMU,GLENDALE POLICE MUSEUM,6239378088, ,-112.18238,33.53677,6835 N 57TH DR,GLENDALE,AZ,85301
8400400152,GMU,AMERICAN HEROES MUSEUM AT DESERT LAWN CEMETERY,9287685959, ,-114.59345,34.90291,9250 S RANCHERO LN,MOHAVE VALLE,AZ,86440
8400400155,GMU,MARTIN AUTO MUSEUM,6022982377, ,-112.11417,33.64709,17641 N BLACK CANYON HWY,PHOENIX,AZ,85017
8400400165,GMU,INTERNATIONAL NURSING MUSEUM, , ,-111.89665,33.49312,3815 N 85TH PL,SCOTTSDALE,AZ,85251
8400400176,GMU,VERDE VALLEY ARCHAEOLOGY CENTER,9285670066,HTTP://WWW.VERDEVALLEYARCHAEOLOGY.ORG,-111.85125,34.56141,PO BOX 3474,CAMP VERDE,AZ,86322
8400400177,GMU,PARADISE AND PACIFIC RAILROAD, , ,-112.10101,33.75226,1918 W MORNING VISTA LN,PHOENIX,AZ,85085
8400400181,GMU,WARREN MUSEUM OF AFRICAN ANTIQUITIES, , ,-110.9469,32.28875,PO BOX 65771,TUCSON,AZ,85728
8400400186,GMU,ARIZONA STATE RAILROAD MUSEUM, ,HTTP://WWW.AZSTATERRMUSEUM.ORG,-112.18642,35.25162,204 W RAILROAD AVE,WILLIAMS,AZ,86046
8400400204,GMU,DWARF CAR MUSEUM,5204243158, ,-112.13654,32.89496,52954 W HALFMOON RD,MARICOPA,AZ,85139
8400400231,GMU,ART CAR WORLD,4153857229,HTTP://WWW.ARTCARWORLD.ORG/,-109.5553,31.34242,450 E 8TH ST,DOUGLAS,AZ,85607
8400400232,GMU,MESA CITY SPORTS HALL OF FAME, , ,-111.82929,33.4147,63 E MAIN ST,MESA,AZ,85215
8400400240,GMU,CHAMPLIN FIGHTER MUSEUM,6028304540, ,-111.73045,33.45475,4636 E FIGHTER ACES DR,MESA,AZ,85215
8400400241,GMU,SONORAN ARTHROPOD STUDIES, , ,-110.97821,32.27284,7700 W GATES PASS ROAD,TUCSON,AZ,85703
8400400242,GMU,BEAD MUSEUM,6239312737,HTTP://WWW.BEADMUSEUMAZ.ORG,-112.17932,33.56793,5838 W OLIVE AVE C105-182,GLENDALE,AZ,85302
8400400254,GMU,MUSEUM OF MILITARY HISTORY, , ,-111.81699,33.30841,1430 E FLINT ST,CHANDLER,AZ,85225
8400400263,GMU,DEGRAZIA, , ,-112.04797,33.54206,7204 N 16TH ST STE 110,PHOENIX,AZ,85020
8400400268,GMU,HEARD MUSEUM,6022528840,HTTP://HEARD.ORG/,-112.07293,33.47318,2301 N CENTRAL AVE,PHOENIX,AZ,85004
8400400271,GMU,AMERIND FOUNDATION,5205863666,HTTP://WWW.AMERIND.ORG,-110.05678,32.03406,PO BOX 400,DRAGOON,AZ,85609
8400400282,GMU,ASU CENTER FOR METEORITE STUDIES,4809656511,HTTP://METEORITES.ASU.EDU,-111.93118,33.41828,SOUTH MCALLISTER AVENUE,TEMPE,AZ,85287
8400400283,GMU,CROSS-CULTURAL DANCE RESOURCE COLLECTION,4809654764,HTTP://WWW.CCDR.ORG/ABOUT.HTML,-111.93118,33.41828,ARIZONA STATE UNIVERSITY,TEMPE,AZ,85287
8400400298,GMU,POSTAL HISTORY FOUNDATION,5206236652,HTTP://WWW.POSTALHISTORYFOUNDATION.ORG,-110.96093,32.23326,920 N 1ST AVE,TUCSON,AZ,85719
8400400305,GMU,PUEBLO GRANDE MUSEUM AUXILIARY,6024950901,HTTP://WWW.PUEBLOGRANDE.ORG,-111.98478,33.44675,4619 E WASHINGTON ST,PHOENIX,AZ,85034
8400400309,GMU,MUSEUM COUNCIL SHOP MUSEUM OF ANTHROPOLOGY, , ,-109.7592,32.83119,PO BOX 558,THATCHER,AZ,85552
8400400314,GMU,ARIZONA RAILWAY MUSEUM,4808211108,HTTP://WWW.AZRYMUSEUM.ORG/,-111.83867,33.30463,330 E RYAN RD,CHANDLER,AZ,85244
8400400332,GMU,REX ALLENS ARIZONA COWBOY MUSEUM, ,HTTP://WWW.REXALLENMUSEUM.ORG,-109.83101,32.25262,150 N RAILROAD AVE,WILLCOX,AZ,85643
8400400336,GMU,ARIZONA DOLL AND TOY MUSEUM,6022539337,HTTP://HERITAGESQUAREPHX.ORG/,-112.18544,33.54212,5847 W MYRTLE AVE,GLENDALE,AZ,85301
8400400338,GMU,FLEISCHER MUSEUM,4805852209,HTTP://WWW.FLEISCHER.ORG,-111.89596,33.64188,17207 N PERIMETER DR,SCOTTSDALE,AZ,85255
8400400339,GMU,PIMA COUNTY SPORTS HALL OF FAME,5204060742,HTTP://WWW.PCSHF.ORG/,-110.9725,32.221,110 S CHURCH AVE STE 612,TUCSON,AZ,85701
8400400342,GMU,PASCUA YAQUI TRIBE OF ARIZONA,5208835000,HTTP://WWW.PASCUAYAQUI-NSN.GOV/,-111.06753,32.11207,7631 S CAMINO TETAVIECTI,TUCSON,AZ,85757
8400400355,GMU,GADSDEN-PACIFIC DIVISION TOY TRAIN MUSEUM,5208882222,HTTP://WWW.GPDTOYTRAINMUSEUM.COM,-111.01059,32.27958,3975 N MILLER AVE,TUCSON,AZ,85705
8400400363,GMU,SOUTHWEST CENTER FOR EDUCATION & THE NATURAL ENVIRONMENT (SCENE),4809655704, ,-111.93118,33.41828,800 S CADY MALL,TEMPE,AZ,85287
8400400367,GMU,OTIS H CHIDESTER SCOUT MUSEUM OF SOUTHERN ARIZONA,5203267669,HTTP://AZSCOUTMUSEUM.COM/,-110.94238,32.26127,1937 E BLACKLIDGE DR,TUCSON,AZ,85719
8400400370,GMU,BORDER AIR MUSEUM, , ,-111.92232,33.56375,7373 E SAN JACINTO DR,SCOTTSDALE,AZ,85258
8400400375,GMU,MUSEO CHICANO,6022575536,HTTP://WWW.MUSEOCHICANO.COM,-112.07214,33.44923,147 E ADAMS ST,PHOENIX,AZ,85004
8400400378,GMU,JAMES WILLARD SCHULTZ - LONE WOLF MUSEUM, ,HTTP://BUTTERFLYLODGEMUSEUM.ORG/HISTORY/LONE-WOLF/,-111.95373,33.5479,SE CORNER OF ST RT #373 & CO RD #1126,GREER,AZ,85253
8400400380,GMU,CASA MALPAIS ARCHAEOLOGICAL PARK & MUSEUM,9283335375,HTTP://WWW.CASAMALPAIS.ORG/,-109.28224,34.13276,418 E MAIN ST,SPRINGERVILLE,AZ,85938
8400400400,GMU,CHINESE CULTURAL CENTER,5202926900,HTTP://WWW.TUCSONCHINESE.ORG/,-110.94673,32.20523,PO BOX 27025,TUCSON,AZ,85726
8400400403,GMU,ROBLES RANCH,5208224408,HTTP://WEBCMS.PIMA.GOV/CMS/ONE.ASPX?PORTALID=169&PAGEID=3724,-111.31273,32.077,16150 WEST AJO HIGHWAY,TUCSON,AZ,85735
8400400405,GMU,CHALLENGER LEARNING CENTER OF ARIZONA,6233222001,HTTP://WWW.AZCHALLENGER.ORG,-112.23791,33.67655,21170 N 83RD AVE,PEORIA,AZ,85382
8400400423,GMU,AMERICAN MUSEUM OF NURSING,6028424631, ,-112.18333,33.53938,7025 N 58TH AVE,GLENDALE,AZ,85301
8400400426,GMU,FORT TUTHILL MILITARY MUSEUM,9282260965,HTTP://WWW.FORTTUTHILL.ORG,-112.09537,33.55917,2446 FT TUTHILL LOOP ROAD EXIT 337/ I-17 ARIZONA 89A,PHOENIX,AZ,85021
8400400441,GMU,ARIZONA SCOUTING MUSEUM,4804635920,HTTP://WWW.ARIZONASCOUTINGMUSEUM.ORG/,-112.0242,33.66475,PO BOX 72421,PHOENIX,AZ,85050
8400500004,GMU,SAUNDERS MUSEUM,8704232563,HTTP://BERRYVILLEAR.COM,-93.56637,36.3645,113 E MADISON AVE,BERRYVILLE,AR,72616
8400500005,GMU,SOUTHERN TENANT FARMERS MUSEUM,8704872909,HTTP://STFM.ASTATE.EDU,-90.35865,35.49077,117 N MAIN ST,TYRONZA,AR,72386
8400500006,GMU,ST LOUIS SOUTHWESTERN RAILWAY (COTTON BELT ROUTE) STEAM LOCOMOTIVE #336, , ,-91.98583,34.22917,1700 PORT RD,PINE BLUFF,AR,71601
8400500009,GMU,OLD STATE HOUSE MUSEUM,5013249685,HTTP://WWW.OLDSTATEHOUSE.COM/,-92.33373,34.7702,PO BOX 7452,LITTLE ROCK,AR,72217
8400500011,GMU,PROFESSIONAL BASS FISHING,5016245599, ,-93.09317,34.49155,PO BOX 2654,HOT SPRINGS,AR,71914
8400500012,GMU,PLANTATION AGRICULTURE MUSEUM,5019611409,HTTP://WWW.ARKANSASSTATEPARKS.COM/PLANTATIONAGRICULTUREMUSEUM/,-92.08195,34.69462,US 165,SCOTT,AR,72142
8400500013,GMU,PHOEBE UZURI PROJECT,5016249400, ,-93.05357,34.51649,210 CENTRAL AVE,HOT SPRINGS NATIONAL PARK,AR,71901
8400500014,GMU,RANDOLPH CO HERITAGE MUSEUM,8708924056, ,-90.97015,36.26185,106 E EVERETT ST,POCAHONTAS,AR,72455
8400500015,GMU,LOWER WHITE RIVER MUSEUM,8702563711,HTTP://WWW.ARKANSASSTATEPARKS.COM,-91.51512,34.97713,2009 MAIN ST,DES ARC,AR,72040
8400500017,GMU,MUSEUM AND STUDY CENTER MATILDA AND KARL PFEIFFER,8705983228,HTTP://PFEIFFERFOUNDATION.COM,-90.20107,36.38575,1071 HERITAGE PARK RD,PIGGOTT,AR,72454
8400500018,GMU,MINIATURE MUSEUMS-MERRITT,8704925222, ,-92.31593,36.38231,402 CRANFIELD RD,MOUNTAIN HOME,AR,72653
8400500019,GMU,MARINE LEGACY MUSEUM,8707431680, ,-93.10837,36.23096,125 W RUSH AVE,HARRISON,AR,72601
8400500021,GMU,MARKED TREE DELTA AREA MUSEUM,8703584998, ,-90.41832,35.53024,308 FRISCO STREET,MARKED TREE,AR,72365
8400500022,GMU,MCCOLLUM-CHIDESTER HOUSE MUSEUM,8708369243,HTTP://WWW.OUACHITACOUNTYHISTORICALSOCIETY.ORG,-92.84456,33.5847,926 W WASHINGTON ST,CAMDEN,AR,71701
8400500023,GMU,JOSEPHINE TUSSAUD WAX MUSEUM,5016235836,HTTP://WWW.WAXMUSEUM.COM,-93.0541,34.51711,250 CENTRAL AVE,HOT SPRINGS,AR,71901
8400500024,GMU,JACKSONVILLE MUSEUM OF MILITARY HISTORY,5012411943,HTTP://WWW.JAXMILITARYMUSEUM.ORG,-92.12248,34.86416,PO BOX 252,JACKSONVILLE,AR,72078
8400500029,GMU,GANGSTER MUSEUM OF AMERICA,5013181717,HTTP://WWW.TGMOA.COM,-93.0541,34.51181, 510 CENTRAL AVENUE,HOT SPRINGS,AR,71901
8400500030,GMU,GN AND A DEPOT,8708982758, ,-94.12844,33.67396,180 E WHITAKER ST,ASHDOWN,AR,71822
8400500031,GMU,HAMPSON MUSEUM STATE PARK,8706558622,HTTP://WWW.ARKANSASSTATEPARKS.COM/HAMPSONMUSEUM/,-90.04277,35.57341,2 LAKE DR,WILSON,AR,72395
8400500033,GMU,HEMINGWAY MUSEUM AND CONFERENCE CENTER,8705983487, ,-90.20024,36.38536,1021 W CHERRY ST,PIGGOTT,AR,72454
8400500034,GMU,TONITOWN MUSEUM,4793619800,HTTP://WWW.TONTITOWN.COM/MUSEUM,-94.23286,36.17646,237 E HENRI DE TONTI BLVD,TONTITOWN,AR,72762
8400500035,GMU,EMOBA MUSEUM OF BLACK ARKANSANS,5013726093, ,-92.27378,34.73738,1208 LOUISIANA ST,LITTLE ROCK,AR,72202
8400500038,GMU,CRITTENDEN COUNTY MUSEUM,8707927374,HTTP://WWW.CRITTENDENCOUNTYMUSEUM.COM/,-90.46699,35.26972,1112 MAIN ST,EARLE,AR,72331
8400500039,GMU,DELTA CULTURAL CENTER,8703384350,HTTP://WWW.DELTACULTURALCENTER.COM/,-90.58635,34.52253,141 CHERRY ST,HELENA,AR,72342
8400500040,GMU,DISCOVERY DEPOT,5017673461, ,-93.11695,34.51894,500 MID AMERICA BLVD,HOT SPRINGS NATIONAL PARK,AR,71913
8400500041,GMU,BOONE COUNTY HERITAGE MUSEUM,8707413312,HTTP://BCHRS.ORG/,-93.1124,36.22893,124 SOUTH CHERRY STREET,HARRISON,AR,72601
8400500046,GMU,BRADLEY HOUSE MUSEUM,8704466247, ,-93.18699,36.00821,601 W CLARK,JASPER,AR,72641
8400500048,GMU,ARKANSAS POST MUSEUM,8705482634,HTTP://WWW.ARKANSASSTATEPARKS.COM,-91.3352,34.06963,5530 HIGHWAY 165 S,GILLETT,AR,72055
8400500049,GMU,BAND MUSEUM,4237624678, ,-92.00335,34.22605,423 S MAIN ST,PINE BLUFF,AR,71601
8400500053,GMU,AMERICAN MUSIC MUSEUM, , ,-90.58635,34.52253,105 CHERRY ST,HELENA,AR,72342
8400500054,GMU,JAMES K BARNES MUSEUM AND TOURIST CENTER,4797821288, ,-94.38085,35.3796,421 N 46TH ST,FORT SMITH,AR,72913
8400500057,GMU,TEX-ARK ANTIQUE AUTO MUSEUM,8707722886,HTTP://WWW.FOURSTATESAUTOMUSEUM.COM,-94.03769,33.42404,217 LAUREL ST,TEXARKANA,AR,71854
8400500058,GMU,GREENE COUNTY MUSEUM,8702152407, ,-90.4874,36.05631,PO BOX 991,PARAGOULD,AR,72451
8400500062,GMU,ARKANSAS NAUTICAL MUSEUM,5013718320, ,-94.12567,36.33632,PO BOX 1214,ROGERS,AR,72757
8400500063,GMU,NORTHWEST ARKANSAS MUSEUM FOUNDATION,4797900526, ,-94.11055,36.0924,PO BOX 8433,FAYETTEVILLE,AR,72703
8400500073,GMU,WILSON HISTORY & RESEARCH CENTER,5018217612,HTTP://WWW.MILITARYHEADGEAR.COM,-92.45648,34.76866,27 RAHLING CIR STE D14,LITTLE ROCK,AR,72223
8400500076,GMU,POTTS INN MUSEUM,4799688369,HTTP://WWW.POTTSINNMUSEUM.COM,-93.04777,35.24975,15 E ASH ST,POTTSVILLE,AR,72858
8400500079,GMU,ARKANSAS SPORTS HALL OF FAME,5016634328,HTTP://WWW.ARKSPORTSHALLOFFAME.COM,-92.26518,34.75348,3 VERIZON ARENA WAY,N LITTLE ROC,AR,72114
8400500110,GMU,ARKANSAS FORESTRY MUSEUM AND EDUCATIONAL CENTER,5016826584, ,-91.81058,33.66046,135 GATESWAY DR,MONTICELLO,AR,71655
8400500117,GMU,UNION COUNTY SPORTS HALL OF FAME, , ,-92.67113,33.24553,209 CHULA VISTA RD,EL DORADO,AR,71730
8400500119,GMU,MUSEUM OF VETERANS AND MILITARY HISTORY, ,HTTP://MUSEUMOFVETERANSANDMILITARYHISTORY.COM/,-92.21089,35.08855,PO BOX 668,VILONIA,AR,72173
8400500122,GMU,LOGAN COUNTY MUSEUM, , ,-93.7316,35.29354,202 N VINE ST,PARIS,AR,72855
8400500139,GMU,EVANS MUSEUM,4799633987, ,-93.76739,35.2173,6335 N HWY 109,MAGAZINE,AR,72943
8400500140,GMU,GRANT COUNTY MUSEUM FOUNDATION,8709424496,HTTP://WWW.GRANTCOUNTYMUSEUMAR.COM/,-92.40213,34.29827,521 W SHACKLEFORD STREET,SHERIDAN,AR,72150
8400500144,GMU,GEORGE D HAY COUNTRY MUSIC HALL OF FAME & MUSEUM,4172647015, ,-91.54586,36.46293,77 MUSIC HALL LN,MAMMOTH SPRING,AR,72554
8400500153,GMU,MUSEUM OF DISCOVERY,5013967050,HTTPS://WWW.MUSEUMOFDISCOVERY.ORG/,-92.16606,34.70142,500 PRESIDENT CLINTON AV,LITTLE ROCK,AR,72201
8400500156,GMU,BUFFALO ISLAND MUSEUM,8704862012,HTTPS://WWW.FACEBOOK.COM/BUFFALOISLANDMUSEUM,-90.33814,35.89942,HIGHWAY 18,MONETTE,AR,72447
8400500160,GMU,MUSEUM OF AUTOMOBILES,5017275427,HTTP://WWW.MUSEUMOFAUTOS.COM,-92.89097,35.13259,8 JONES LN,MORRILTON,AR,72110
8400500178,GMU,ARKANSAS MUSEUM OF NATURAL RESOURCES,8707252877, ,-92.70309,33.33022,3853 SMACKOVER HWY,SMACKOVER,AR,71762
8400500179,GMU,NEVADA COUNTY DEPOT AND MUSEUM,8708875821,HTTP://WWW.DEPOTMUSEUM.ORG,-93.38431,33.79965,403 W FIRST STREET S,PRESCOTT,AR,71857
8400500182,GMU,GANN MUSEUM OF SALINE COUNTY, , ,-92.57741,34.57625,218 S MARKET BENTON,BENTON,AR,72018
8400500183,GMU,SOUTHWEST ARK REGIONAL ARCHIVES,8709832633,HTTP://WWW.ARK-IVES.COM/SARA/,-93.63071,33.79774,201 HIGHWAY 195 SOUTH PO BOX 134,WASHINGTON,AR,71862
8400500188,GMU,HOT SPRING COUNTY MUSEUM COMMISSION, , ,-92.80458,34.32986,106 COUNTRY OAKS DR,MALVERN,AR,72104
8400500192,GMU,MARIANNA LEE COUNTY MUSEUM,8702952469, ,-90.75762,34.77344,67 W MAIN ST,MARIANNA,AR,72360
8400500194,GMU,MUSEUM LEPANTO USA,8704756166, ,-90.33062,35.61255,248 GREENWOOD AVE,LEPANTO,AR,72354
8400500196,GMU,HOO-HOO MUSEUM,8703532661,HTTP://WWW.HOO-HOO.ORG/,-93.14267,33.92408,MAIN STREET,GURDON,AR,71743
8400500200,GMU,FAIRFIELD BAY LOG CABIN MUSEUM, , ,-92.27042,35.59905,PO BOX 1549,FAIRFIELD BA,AR,72088
8400500216,GMU,ARKANSAS NATIONAL GUARD MUSEUM,5012125215, , , ,CAMP ROBINSON BOX 58,NORTH LITTLE,AR,72199
8400500220,GMU,OZARK AREA MUSEUM,4796675015, ,-93.82546,35.48503,103 E RIVER ST,OZARK,AR,72949
8400500227,GMU,ARKANSAS MUSEUM OF AVIATION, , ,-92.25256,34.81958,1208 NORTH POINT,NORTH LITTLE ROCK,AR,72118
8400500228,GMU,ERNIE'S MUSEUM ON BLACK ARKANSANS HALL OF FAME AND MUSIC THEATER,5013726093, ,-92.27378,34.73738,1224 LOUISIANA ST,LITTLE ROCK,AR,72214
8400500229,GMU,NEW ROCKY COMFORT MUSEUM,8705427887, ,-94.39718,33.72916,3RD AND SCHUMAN,FOREMAN,AR,71836
8400500240,GMU,BENTON ATHLETIC MEMORIAL MUSEUM,5017780495, ,-92.58014,34.57446,1106 MILITARY RD,BENTON,AR,72015
8400500262,GMU,L C & DAISY BATES MUSEUM FOUNDATION,5013767399, ,-92.28739,34.7217,1207 W 28TH STREET,LITTLE ROCK,AR,72221
8400500263,GMU,WALNUT RIDGE ARMY FLYING SCHOOL MUSEUM,8708866748, ,-90.96432,36.07466,70 BEACON RD,WALNUT RIDGE,AR,72476
8400500266,GMU,BASS FISHING HALL OF FAME,8886902277,HTTP://WWW.BASSFISHINGHOF.COM/,-93.09317,34.49155,PO BOX 2654,HOT SPRINGS,AR,71914
8400500268,GMU,MACARTHUR MUSEUM OF ARKANSAS MILITARY HISTORY,5013764602,HTTP://LITTLEROCK.ORG,-92.26709,34.73949,503 E 9TH ST,LITTLE ROCK,AR,72202
8400500269,GMU,FORT SMITH AIR MUSEUM,4797851839,HTTP://FORTSMITHAIRMUSEUM.COM,-94.36021,35.34538,6700 MCKENNON BLVD,FORT SMITH,AR,72901
8400500277,GMU,YERGER SCHOOL MUSEUM,8707773865, ,-92.30542,34.6617,12 KEO DR,LITTLE ROCK,AR,72206
8400500288,GMU,MENA AREA HISTORIC MUSEUM, , ,-94.237,34.58521,500 MENA ST,MENA,AR,71953
8400500293,GMU,MUSEUM OF ROCK, , ,-93.06817,34.44759,200 LAKELAND DRIVE APT H-2,HOT SPRINGS,AR,71913
8400500295,GMU,HOSTELLING ARKANSAS, , ,-92.25736,34.74292,400 SHALL ST,LITTLE ROCK,AR,72202
8400500299,GMU,RECTOR HIGH SCHOOL SPORTS HALL OF FAME, ,HTTP://RHSSHOF.WEEBLY.COM/,-90.73641,35.82443,1703 LOBERG LN,JONESBORO,AR,72401
8400500300,GMU,MUSEUM OF THE HARDWOOD TREE,4797824220,HTTP://HARDWOODTREEMUSEUM.ORG/,-94.41583,35.28527,1708 RANNOCH TRCE,FORT SMITH,AR,72908
8400500301,GMU,MUSEUM OF CHICOT COUNTY ARKANSAS,8702652868,HTTP://CHICOTCOUNTYMUSEUM.COM/,-91.28455,33.32333,614 S COKLEY ST,LAKE VILLAGE,AR,71653
8400500310,GMU,FAULKNER COUNTY MUSEUM,5013295918,HTTP://WWW.FAULKNERCOUNTYMUSEUM.ORG,-92.44256,35.08869,801 LOCUST ST,CONWAY,AR,72033
8400600002,GMU,UC MUSEUM OF PALEONTOLOGY,5106421821,HTTP://WWW.UCMP.BERKELEY.EDU,-122.2517,37.86789,1101 VALLEY LIFE SCIENCES BLDG,BERKELEY,CA,94720
8400600007,GMU,WESTERN JEWISH HISTORY CENTER,5105496950,HTTP://WWW.CONLANPRESS.COM,-122.24761,37.85894,2911 RUSSELL ST,BERKELEY,CA,94705
8400600010,GMU,YUCAIPA ADOBE MUSEUM,9097953485,HTTP://WEB.SBCOUNTY.GOV/,-117.10232,34.0224,32183 KENTUCKY ST,YUCAIPA,CA,92399
8400600012,GMU,WENDE MUSEUMS,3102170595, ,-118.38209,33.99069,5741 BUCKINGHAM PKWY STE,CULVER CITY,CA,90230
8400600018,GMU,WESTMINSTER MUSEUM,7148912597, ,-117.9763,33.75758,8612 WESTMINSTER BLVD,WESTMINSTER,CA,92683
8400600019,GMU,WORLD WAR II FLYING MUSEUM,6194484505, ,-116.96984,32.82098,1850 JOE CROSSON DR,EL CAJON,CA,92020
8400600028,GMU,USS PAMPANITO,4157751943, ,-122.41585,37.80908,45 FISHERMANS WHARF,SAN FRANCISCO,CA,94133
8400600029,GMU,WILLOW GLEN MUSEUM,5596839701, ,-119.714,37.2067,31899 HIGHWAY 41,COARSEGOLD,CA,93614
8400600032,GMU,TY WARNER SEA CENTER,8059622526,HTTP://WWW.SBNATURE.ORG,-119.68899,34.41193,211 STEARNS WHARF,SANTA BARBARA,CA,93101
8400600034,GMU,WORKMAN AND TEMPLE FAMILY HOMESTEAD MUSEUM,6269688492,HTTP://WWW.HOMESTEADMUSEUM.ORG,-117.96468,34.01929,15415 DON JULIAN RD,HACIENDA HEIGHTS,CA,91745
8400600042,GMU,WARBIRDS WEST AIR MUSEUM,6194491504,HTTP://WWW.WWAM.ORG/,-116.97588,32.81838,1725 N MARSHALL AVE,EL CAJON,CA,92020
8400600045,GMU,VETERAN'S MEMORIAL CENTER,6192392300,HTTP://WWW.VETERANMUSEUM.ORG,-117.14622,32.72963,2115 PARK BLVD,SAN DIEGO,CA,92101
8400600047,GMU,VICTORIAN BRIDAL MUSEUM,9514876088,HTTP://VICTORIANBRIDALMUSEUM.COM,-116.95861,33.75969,2535 S SAN JACINTO AVE,SAN JACINTO,CA,92866
8400600048,GMU,VERGE CENTER FOR ARTS,9164482985,HTTP://VERGEART.COM/,-121.50203,38.57185,625 S ST,SACRAMENTO,CA,95811
8400600050,GMU,WESTERN MUSEUM OF FLIGHT,3103269544,HTTP://WWW.WMOF.COM,-118.34758,33.80475,3315 AIRPORT DR,TORRANCE,CA,90505
8400600052,GMU,U.S. BICYCLING HALL OF FAME,5303413263,HTTP://WWW.USBHOF.ORG,-121.7447,38.54404,303 3RD ST,DAVIS,CA,95616
8400600053,GMU,RIDLEY TREE-EDUCATION CENTER,8059621661,HTTP://WWW.SBMA.NET,-119.70791,34.43012,1600 SANTA BARBARA ST,SANTA BARBARA,CA,93101
8400600057,GMU,STEINBECK WAX MUSEUM,8316557744, ,-121.90027,36.61609,700 CANNERY ROW,MONTEREY,CA,93940
8400600062,GMU,SPORTS MUSEUM OF LOS ANGELES,9007624678,HTTP://SPORTSMUSEUMLA.COM,-118.62118,34.14536,22739 FEDERALIST RD,CALABASAS,CA,91302
8400600063,GMU,TOYOTA USA AUTOMOBILE MUSEUM,3104688726,HTTP://WWW.TOYOTAUSAMUSEUM.COM,-118.31766,33.84965,19600 VAN NESS AVE,TORRANCE,CA,90501
8400600064,GMU,SS RED OAK VICTORY,5102372933, ,-122.38567,37.92073,1500 DORNAN DR,RICHMOND,CA,94801
8400600065,GMU,TELEPHONE PIONEERS COMMUNICATION MUSEUM,4155420182,HTTP://WWW.MUSEUMSUSA.ORG/MUSEUMS/INFO/1883,-122.39994,37.78686,140 NEW MONTGOMERY ST,SAN FRANCISCO,CA,94105
8400600066,GMU,SPROUL MUSEUM,5629295625, ,-118.07175,33.90816,12237 SPROUL ST,NORWALK,CA,90650
8400600067,GMU,TILYOU INTERNATIONAL ARTWORKS,9495449563, ,-117.90558,33.65967,2341 MINUTEMAN WAY,COSTA MESA,CA,92626
8400600069,GMU,SOUTHWEST MUSEUM-AMERICAN INDIAN,3236672000,HTTPS://SOUTHWESTMUSEUM.ORG/,-118.28244,34.14752,4700 WESTERN HERITAGE WAY,LOS ANGELES,CA,90065
8400600073,GMU,SISSON MUSEUM,5309265508, ,-122.33074,41.30439,1 N OLD STAGE RD,MOUNT SHASTA,CA,96067
8400600076,GMU,SUSAN QUINLAN DOLL & TEDDY BEAR MUSEUM & LIBRARY,8057301707,HTTP://WWW.QUINLANMUSEUM.COM,-119.7026,34.41916,122 W CANON PERDIDO ST,SANTA BARBARA,CA,93101
8400600077,GMU,SHAFTER DEPOT MUSEUM,6617461557, ,-119.27739,35.50566,150 CENTRAL VALLEY HWY,SHAFTER,CA,93263
8400600080,GMU,TAM PROGRAM-SANTA CRUZ CITY SCHOOLS,8314293698,HTTP://WWW.CITYOFSANTACRUZ.COM,-122.02889,36.97416,809 CENTER ST,SANTA CRUZ,CA,95060
